Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.04     0.00     1673     0.00     0.00  void std::vector<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> >, std::allocator<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> > > >::_M_insert_aux<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> > >(__gnu_cxx::__normal_iterator<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> >*, std::vector<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> >, std::allocator<std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> > > > >, std::unique_ptr<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry, std::default_delete<Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::Entry> >&&)
  0.00      3.04     0.00     1558     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, Dodge::EntityUi*, void (Dodge::EntityUi::*)(int, int)>::~MemFunHandler()
  0.00      3.04     0.00     1397     0.00     0.00  Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::~Quadtree()
  0.00      3.04     0.00     1267     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, GameLogic*, void (GameLogic::*)(Dodge::EEvent*)>::operator()(Dodge::EEvent*) const
  0.00      3.04     0.00     1257     0.00     0.00  Collectable::onEvent(Dodge::EEvent const*)
  0.00      3.04     0.00     1248     0.00     0.00  GameLogic::animFinishedHandler(Dodge::EEvent*)
  0.00      3.04     0.00     1247     0.00     0.00  NumericTile::clone() const
  0.00      3.04     0.00     1247     0.00     0.00  covariant return thunk to NumericTile::clone() const
  0.00      3.04     0.00     1245     0.00     0.00  NumericTile::~NumericTile()
  0.00      3.04     0.00     1244     0.00     0.00  boost::detail::sp_counted_impl_p<NumericTile>::~sp_counted_impl_p()
  0.00      3.04     0.00     1243     0.00     0.00  NumericTile::NumericTile(NumericTile const&)
  0.00      3.04     0.00     1238     0.00     0.00  boost::detail::sp_counted_impl_p<NumericTile>::dispose()
  0.00      3.04     0.00     1225     0.00     0.00  Dodge::Polygon::restructure()
  0.00      3.04     0.00     1225     0.00     0.00  Dodge::Polygon::updateModels() const
  0.00      3.04     0.00     1223     0.00     0.00  Application::keyDown(int)
  0.00      3.04     0.00     1198     0.00     0.00  Dodge::Vec2i::Vec2i(Dodge::XmlNode)
  0.00      3.04     0.00     1105     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, Dodge::EntityUi*, void (Dodge::EntityUi::*)(int, int)>::clone() const
  0.00      3.04     0.00     1089     0.00     0.00  Dodge::ETransPartFinished::~ETransPartFinished()
  0.00      3.04     0.00      895     0.00     0.00  Mine::onEvent(Dodge::EEvent const*)
  0.00      3.04     0.00      766     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, Dodge::EntityUi*, void (Dodge::EntityUi::*)(int, int)>::operator==(FunctorImpl<void, TypeList<int, TypeList<int, NullType> > > const&) const
  0.00      3.04     0.00      749     0.00     0.00  boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>::~variant()
  0.00      3.04     0.00      734     0.00     0.00  Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::subdivide()
  0.00      3.04     0.00      719     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, Dodge::EntityUi*, void (Dodge::EntityUi::*)(int)>::~MemFunHandler()
  0.00      3.04     0.00      699     0.00     0.00  Dodge::Colour::Colour(Dodge::XmlNode)
  0.00      3.04     0.00      619     0.00     0.00  boost::shared_ptr<NumericTile> boost::dynamic_pointer_cast<NumericTile, Item>(boost::shared_ptr<Item> const&)
  0.00      3.04     0.00      611     0.00     0.00  Dodge::Entity::recomputeBoundary()
  0.00      3.04     0.00      610     0.00     0.00  Dodge::Range::setSize(float, float)
  0.00      3.04     0.00      598     0.00     0.00  Dodge::EntityAnimations::setTextureSection(float, float, float, float)
  0.00      3.04     0.00      598     0.00     0.00  Dodge::AnimFrame::AnimFrame(Dodge::XmlNode)
  0.00      3.04     0.00      596     0.00     0.00  NumericTile::setValue(unsigned int)
  0.00      3.04     0.00      593     0.00     0.00  Dodge::EntityAnimations::getTextureSection() const
  0.00      3.04     0.00      502     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, Dodge::EntityUi*, void (Dodge::EntityUi::*)(int)>::clone() const
  0.00      3.04     0.00      484     0.00     0.00  Dodge::Vec2f::Vec2f(Dodge::XmlNode)
  0.00      3.04     0.00      459     0.00     0.00  Dodge::Entity::rotate(float, Dodge::Vec2f const&)
  0.00      3.04     0.00      437     0.00     0.00  Dodge::XmlAttribute::name() const
  0.00      3.04     0.00      436     0.00     0.00  Dodge::Animation::clone() const
  0.00      3.04     0.00      435     0.00     0.00  Dodge::Entity::addChild(boost::shared_ptr<Dodge::Entity>)
  0.00      3.04     0.00      422     0.00     0.00  Dodge::EEntityRotation::~EEntityRotation()
  0.00      3.04     0.00      422     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, GameLogic*, void (GameLogic::*)(int)>::operator()(int) const
  0.00      3.04     0.00      392     0.00     0.00  Dodge::Sprite::removeFromWorld()
  0.00      3.04     0.00      390     0.00     0.00  Menu::update()
  0.00      3.04     0.00      390     0.00     0.00  Menu::draw() const
  0.00      3.04     0.00      382     0.00     0.00  Dodge::XmlNode::name() const
  0.00      3.04     0.00      341     0.00     0.00  boost::shared_ptr<Dodge::Entity> boost::dynamic_pointer_cast<Dodge::Entity, Dodge::Asset>(boost::shared_ptr<Dodge::Asset> const&)
  0.00      3.04     0.00      335     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Application*, void (Application::*)(Dodge::EEvent*)>::operator()(Dodge::EEvent*) const
  0.00      3.04     0.00      333     0.00     0.00  Dodge::EntityUi::~EntityUi()
  0.00      3.04     0.00      331     0.00     0.00  Dodge::AssetManager::freeAsset(long)
  0.00      3.04     0.00      329     0.00     0.00  std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::erase(long const&)
  0.00      3.04     0.00      327     0.00     0.00  Dodge::WorldSpace::removeAndUntrackEntity(boost::shared_ptr<Dodge::Entity>)
  0.00      3.04     0.00      326     0.00     0.00  EPendingDeletion::~EPendingDeletion()
  0.00      3.04     0.00      326     0.00     0.00  Item::setPendingDeletion()
  0.00      3.04     0.00      325     0.00     0.00  Application::deletePending(Dodge::EEvent*)
  0.00      3.04     0.00      324     0.00     0.00  Application::deleteAsset(boost::shared_ptr<Dodge::Asset>)
  0.00      3.04     0.00      323     0.00     0.00  Dodge::WorldSpace::untrackAll()
  0.00      3.04     0.00      321     0.00     0.00  Dodge::Quadtree<boost::shared_ptr<Dodge::Entity> >::getBoundary() const
  0.00      3.04     0.00      321     0.00     0.00  std::_Rb_tree<long, std::pair<long const, boost::shared_ptr<Item> >, std::_Select1st<std::pair<long const, boost::shared_ptr<Item> > >, std::less<long>, std::allocator<std::pair<long const, boost::shared_ptr<Item> > > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<long const, boost::shared_ptr<Item> > >, std::_Rb_tree_const_iterator<std::pair<long const, boost::shared_ptr<Item> > >)
  0.00      3.04     0.00      319     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, Dodge::EntityUi*, void (Dodge::EntityUi::*)(int)>::operator==(FunctorImpl<void, TypeList<int, NullType> > const&) const
  0.00      3.04     0.00      318     0.00     0.00  Dodge::WorldSpace::insertAndTrackEntity(boost::shared_ptr<Dodge::Entity>)
  0.00      3.04     0.00      313     0.00     0.00  Dodge::WorldSpace::insertEntity(boost::shared_ptr<Dodge::Entity>)
  0.00      3.04     0.00      307     0.00     0.00  Dodge::Renderer::freeBufferedModel(Dodge::IModel*)
  0.00      3.04     0.00      298     0.00     0.00  Dodge::Transformation::getSize() const
  0.00      3.04     0.00      297     0.00     0.00  Dodge::Model<Dodge::vvvtt_t>::setHandle(unsigned int)
  0.00      3.04     0.00      293     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Zombie*, void (Zombie::*)(Dodge::EEvent*)>::~MemFunHandler()
  0.00      3.04     0.00      273     0.00     0.00  Dodge::EntityTransformations::playTransformation(long)
  0.00      3.04     0.00      272     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, Application*, void (Application::*)(int)>::operator()(int) const
  0.00      3.04     0.00      271     0.00     0.00  Dodge::Transformation::play()
  0.00      3.04     0.00      270     0.00     0.00  StartMenu::update()
  0.00      3.04     0.00      270     0.00     0.00  StartMenu::draw() const
  0.00      3.04     0.00      269     0.00     0.00  boost::detail::sp_counted_impl_p<Mine>::~sp_counted_impl_p()
  0.00      3.04     0.00      269     0.00     0.00  GameLogic::keyDown(int)
  0.00      3.04     0.00      267     0.00     0.00  Dodge::ETransFinished::~ETransFinished()
  0.00      3.04     0.00      265     0.00     0.00  Mine::~Mine()
  0.00      3.04     0.00      265     0.00     0.00  boost::detail::sp_counted_impl_p<Mine>::dispose()
  0.00      3.04     0.00      262     0.00     0.00  Mine::Mine(Mine const&)
  0.00      3.04     0.00      262     0.00     0.00  Mine::clone() const
  0.00      3.04     0.00      261     0.00     0.00  covariant return thunk to Mine::clone() const
  0.00      3.04     0.00      246     0.00     0.00  Dodge::XmlNode::nthChild(unsigned int) const
  0.00      3.04     0.00      230     0.00     0.00  boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>* std::__copy_move<true, false, std::random_access_iterator_tag>::__copy_m<boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*>(boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*, boost::variant<Functor<void, NullType>, Functor<void, TypeList<int, NullType> >, Functor<void, TypeList<int, TypeList<int, NullType> > >, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_, boost::detail::variant::void_>*)
  0.00      3.04     0.00      227     0.00     0.00  Dodge::XmlNode::nextSibling() const
  0.00      3.04     0.00      221     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, TypeList<int, NullType> > >, GameLogic*, void (GameLogic::*)(int, int)>::operator==(FunctorImpl<void, TypeList<int, TypeList<int, NullType> > > const&) const
  0.00      3.04     0.00      220     0.00     0.00  Player::checkForCollisionWithThrowable()
  0.00      3.04     0.00      205     0.00     0.00  Dodge::Vec2f::rotate(Dodge::Vec2f const&, float)
  0.00      3.04     0.00      204     0.00     0.00  Dodge::Model<Dodge::vvv_t>::vertexDataSize() const
  0.00      3.04     0.00      204     0.00     0.00  Dodge::Model<Dodge::vvv_t>::getSizeOf() const
  0.00      3.04     0.00      195     0.00     0.00  Dodge::XmlAttribute::getLong() const
  0.00      3.04     0.00      188     0.00     0.00  Dodge::Renderer::queueMsg(Dodge::Renderer::Message)
  0.00      3.04     0.00      184     0.00     0.00  Soil::removeFromWorld()
  0.00      3.04     0.00      184     0.00     0.00  Dodge::AssetManager::getAssetPointer(long) const
  0.00      3.04     0.00      184     0.00     0.00  std::vector<boost::shared_ptr<Item>, std::allocator<boost::shared_ptr<Item> > >::_M_default_append(unsigned int)
  0.00      3.04     0.00      175     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Zombie*, void (Zombie::*)(Dodge::EEvent*)>::operator==(FunctorImpl<void, TypeList<Dodge::EEvent*, NullType> > const&) const
  0.00      3.04     0.00      165     0.00     0.00  Dodge::Renderer::processMessage(Dodge::Renderer::Message const&)
  0.00      3.04     0.00      154     0.00     0.00  Dodge::Renderer::bufferModel(Dodge::IModel*)
  0.00      3.04     0.00      154     0.00     0.00  Dodge::TextEntity::updateModel() const
  0.00      3.04     0.00      152     0.00     0.00  Dodge::Renderer::constructVBO(Dodge::IModel*)
  0.00      3.04     0.00      148     0.00     0.00  GameLogic::keyUp(int)
  0.00      3.04     0.00      135     0.00     0.00  Dodge::Animation::Animation(Dodge::XmlNode)
  0.00      3.04     0.00      133     0.00     0.00  Dodge::Entity::getSize() const
  0.00      3.04     0.00      122     0.00     0.00  MemFunHandler<Functor<void, TypeList<Dodge::EEvent*, NullType> >, Zombie*, void (Zombie::*)(Dodge::EEvent*)>::clone() const
  0.00      3.04     0.00      120     0.00     0.00  PauseMenu::draw() const
  0.00      3.04     0.00      119     0.00     0.00  PauseMenu::update()
  0.00      3.04     0.00      118     0.00     0.00  void boost::checked_delete<Dodge::Animation>(Dodge::Animation*)
  0.00      3.04     0.00      115     0.00     0.00  Dodge::Quad::Quad()
  0.00      3.04     0.00      114     0.00     0.00  boost::detail::sp_counted_impl_p<Dodge::Transformation>::~sp_counted_impl_p()
  0.00      3.04     0.00      113     0.00     0.00  boost::detail::sp_counted_impl_p<Dodge::Transformation>::dispose()
  0.00      3.04     0.00      108     0.00     0.00  MemFunHandler<Functor<void, TypeList<int, NullType> >, GameLogic*, void (GameLogic::*)(int)>::operator==(FunctorImpl<void, TypeList<int, NullType> > const&) const
